PC1,PC2,PC3
0.23537759694354474,-0.0018047336350168752,0.1275479555125909
0.0703114448725312,-0.04942068201967803,0.016653026962219375
-0.5615955313023534,0.1394358724729446,0.1234874774126713
-0.4133264677145545,-0.23184618409955451,0.3421503771266299
-0.055325562776828076,0.2565534407506621,0.09193971639367682
0.09159756703957163,0.40534979857368714,0.5760724445921339
-0.1651167618001836,-0.5060110715852286,0.08277880592820153
-0.5323941707055067,0.10930226277399241,0.0001928443713777872
-0.41294158597323016,-0.012197965058492743,0.010016348445530454
0.09492009270218592,-0.5540617686531102,0.12961252193347295
-0.5404287051825185,-0.12882932098042887,-0.20941752985947287
-0.09418946904279098,-0.22587829079293117,-0.21277052236814703
-0.3093457043311272,0.16649153364251945,0.6902887074372062
0.10237408946193084,-0.26331860438566174,0.3271534626927446
-0.3126900622839562,0.3358853031450637,0.056475547445112184
0.04311929175299086,0.33459601978928566,0.07829777584890718
0.2410271691268492,0.1443214281395344,0.4059307949540081
0.2674846395160672,0.610145351083214,0.02351368870256565
0.3647089939731642,0.20060250353276599,-0.25102915755650446
0.4416879062832288,0.17438989588512444,0.3766523474541741
-0.20647385899196047,0.08612859217124003,0.03533960116833157
0.1355325092574691,0.1644812600369644,-0.37308685419061954
0.12661490411684745,-0.3308157020289622,-0.1739688377143651
0.003621819792742703,0.16720245913344178,0.30364481330051185
-0.12423279200440808,-0.019158854983174767,0.12950050358209997
-0.01763715155053399,-0.11528991009574965,-0.12459822336198956
0.4239278812033538,0.24609422590037344,-0.08637866026406538
0.05761610129702302,-0.3366279424359137,-0.09354898523543742
0.46061910493870367,0.05896424489588564,0.26716799185102214
-0.23973760084851434,0.14991436311705508,0.5515624191097568
0.24092782156055367,-0.24851128326535812,0.18517503223327925
-0.012028716528105526,0.5972054556773674,-0.23421933511233983
-0.698881419764424,-0.23419058131400727,-0.018400770221225438
0.6222560753030054,-0.24306167007892449,0.16277209447701246
-0.1775064313808608,0.10595897713966607,-0.49973181731824035
-0.6855077509714459,0.11551029243386923,0.26012438926018433
-0.022263608616447637,0.22284843347777517,-0.2512325375181493
-0.7537171311612431,0.11570470180860942,-0.1529384012718077
0.3782617413528631,-0.24772449770320443,0.13246958054571656
-0.21128075624385634,0.33493183193640597,0.18356639477270675
-0.03429219819125072,0.04814057992322773,-0.08329282941922789
-0.11102242042703077,0.5345922526551001,-0.2907801098198067
-0.15801449495625922,0.23297008278571818,0.33483765293287426
-0.3709535936584195,0.07048304365667984,0.14513539102736472
0.21706202042251196,0.0956438925207519,0.39986694567710757
-0.11324696492647154,-0.1475232215681452,-0.029038952186874578
0.19488823490383725,-0.5150069063886213,0.1816788949657724
0.2857407220346149,-0.3797343601699407,0.09678333297582087
-0.5776150122327148,-0.1528827319109428,0.047304248449457464
0.3416491014846867,0.3399306161038995,0.3488708587190861
-0.2359188070902967,0.007687609137325024,-0.22421367272221765
-0.05045686153529826,0.47087743221256706,0.1686820019399583
0.2815812839345144,-0.035036874377922966,0.20828799844972468
-0.5509108680264055,-0.18398016351178823,0.06488792919222985
0.20296124928225656,-0.3484911618287576,-0.22435400382479498
-0.6098577825488642,0.07257735640390583,0.38602996518406396
0.09827783756669227,0.39207360578595096,0.2562795638651133
0.201565157311535,-0.059322655872832475,0.1120230438257035
0.07648204546817546,0.4055903202238127,-0.39543352231646894
-0.1522844270740571,0.059508707783156534,-0.48811198589545945
0.516745479974845,-0.19315654724498546,0.2531320527174937
-0.4265405959249499,0.1814194523369662,0.39878433056927287
0.317973673088937,-0.1664267930770248,0.2682805211104472
0.38843529711271824,0.06256693194196222,0.15939844781615775
-0.2543030776862456,0.23705151749490905,-0.16393981877477914
0.5336053508185066,0.05563799710809508,0.29637876250039563
-0.11854676470701286,0.14550021994901297,0.04553494427290661
0.379429398799529,-0.287986278213752,0.11885091347182686
-0.31117324086875486,0.061546781923438265,-0.056510858495595784
-0.5030287390626764,-0.045681203483482036,0.33921490070166516
0.05835397910056343,0.5386045943332106,-0.24609470949008955
-0.0762697437063901,0.26370266563375044,0.42171063803888686
0.13570837813007544,0.5153338240033508,-0.06321422275650346
-0.029701633514877493,-0.23151832790185925,0.07417215598666149
0.004248456323456792,0.34533606689620233,-0.011635777673728365
0.055790447200384445,-0.11768913469921077,0.33013528410331205
-0.4359971804476024,0.048710361450263195,-0.20810814693088264
0.0715521927989043,-0.07954505183176458,-0.4883976691880558
0.4177477303874488,0.054467880025270976,0.22721719309552224
-0.24615688690959112,0.026653673065392403,0.4481871588983455
-0.32283813796370536,-0.6231653637564125,-0.005664717438322642
-0.038474552191831095,-0.3414331364323884,-0.5666051423583378
0.3116357606706085,-0.2993368192676079,0.3075482992187706
0.12570564298842027,-0.3328373913743566,-0.08561031054327273
-0.09127286496076303,0.06428357016401598,0.013560002512751135
-0.06151810711004668,-0.5443471152917464,0.2638419339222945
-0.011910112093727445,0.023287172127529454,0.027049375546216448
0.5738169643358443,-0.25935232207689873,0.05072174519842487
-0.0985077561386866,-0.23734017694000187,-0.14641045178694434
-0.13072738238442935,-0.5405799312181612,0.05891000560663162
-0.6431805411521707,-0.05597137861735063,-0.04181053373667343
-0.05490687470654278,-0.597265177729277,0.23663176095740057
0.21495256296802095,0.516797880523315,-0.0013522522728758313
-0.15147178955657803,0.21571139574501996,-0.24598501486065405
0.03828655993497542,-0.5384138721510247,-0.0014177169079081509
-0.10261980262305472,0.15777968921378838,0.022317687576178913
0.009745755370620727,-0.3067879342673566,0.049795834922409354
0.05990990374464769,0.3653125302455854,-0.08324540097989575
-0.20501865970423092,-0.18307807445447502,-0.3314502852086683
0.10662944734133384,-0.557061801382785,0.2161697804573176
0.23852429247547632,0.13602453686228572,-0.13479979536937392
-0.10342099019748713,0.23381147207687225,-0.43081683446349456
-0.0521895297646677,-0.13045097317130577,0.24300435858274483
-0.09353932057599147,0.15527074378307426,0.04332675540728648
-0.12487966272643107,-0.6745116748509157,0.1689470187608988
0.20033613742578754,-0.20372005826014944,-0.5442307072520401
-0.29929930545191497,0.1008271671330288,-0.02144514756226079
-0.2704020908774133,0.04974806390499403,-0.3351355281836294
-0.16188980183503812,0.34077485817214825,0.13488433917325826
-0.23048423722811842,0.14866851800766778,-0.39950388581713053
-0.1995701943944089,-0.44332406036724625,0.49937499936716256
0.23942161829454128,-0.47138975857298593,0.25837772274299287
0.25490833345828023,0.24144344662226702,0.26894035426275853
-0.20571636764127155,0.0769552135198397,-0.08475509188303842
-0.20893968404239538,0.34951285668830934,0.3329658623373959
0.07053254563643593,0.19720877183933694,-0.036534607489726145
0.01803119753665912,0.519352260661569,-0.3368438001959898
-0.6707938328116201,0.22922624426982874,-0.20663600995752562
-0.35436821946940034,0.3647246903831125,-0.17409587976808083
0.0825317230407439,-0.6659424132914318,0.3895486118751197
0.058670220135084175,-0.2806096892390944,0.0772508627622992
-0.023248802871260688,0.49657737755484666,-0.1950335961905571
-0.0024434588275797325,0.3045461379788569,0.06128613908017688
0.2522879973606923,-0.2446188890402924,0.33127436296015156
0.12540391507561807,0.489685081358037,-0.08842078759657823
0.17292912578929576,-0.17890992186397062,0.15718508219134275
0.1035562277558446,-0.23006203443881965,-0.11485474646437166
0.15288651715388843,0.2590703764392943,-0.06667737171947064
0.1746429063066624,0.3142553561335045,0.041451695589172055
-0.5028425697263201,0.14519637985741984,0.39181527595872345
0.34629540056580427,0.06348534622967161,-0.27902266820974353
-0.029188858146990015,-0.1410067114254879,0.3754356950667477
0.0037109357140302068,0.5252237878006558,-0.2135453763846749
-0.15246397750461013,-0.4146115471884848,-0.030138251670302152
-0.11881167838267669,0.03972100549072144,-0.4325505641832053
0.274774571580844,0.29728012743734344,-0.09953509790780157
-0.008432671662197053,0.384195645855697,-0.24136627991928372
0.24499538807357518,-0.1601527186137874,-0.42411058628626197
0.7585529598003568,-0.08028996050048687,0.04328966601656359
-0.1478719865154975,0.23034721905246147,-0.190555097769878
0.2366922852304377,-0.06902831319691083,0.19329496411972458
-0.12331229480467773,0.026335258855371968,-0.38354501722940193
-0.15730402093353738,0.3799391341796221,0.1156731499917476
0.3334715340711742,0.023624277060171006,-0.01827646640787073
0.11960244056525249,0.32946308677055247,-0.08589274187833051
0.05026201861161077,0.6143085914001793,-0.4321477616376945
-0.4574844514950601,0.23136361091677426,-0.009875055553500323
-0.29777851089180235,-0.5620290604211925,-0.3751045080036002
0.5621534214079985,-0.003056812042597279,-0.27188747378084865
0.14973059496497038,0.44239674432071463,-0.14156123940263188
-0.25410064443940417,0.44333830101298577,-0.03310875046836059
0.0831633371467676,-0.008286454445186775,-0.3346521737384975
-0.1589626017283221,0.3412052732468648,-0.17456544369875737
0.25652604315843075,-0.23141454724721175,-0.49054236604645274
-0.18547804208947913,-0.5724741682502379,0.022808333630879973
0.34409045364944074,-0.23828293989814864,0.05340914107602257
-0.25098857876162317,-0.008897447381705947,0.3689257348547026
-0.5753241795642198,0.009249162520786558,-0.2651645143011634
0.3133964116095634,0.18547245950463687,-0.5630883865450598
-0.18632630383941945,-0.04634888608421761,0.3078406750670508
-0.20348918866792096,0.2642637841710799,0.39902820507184744
0.12927705499633352,-0.25846202324935125,0.0005289566975233972
0.056235945965258854,-0.1805727731758927,-0.015465273597546791
0.13732203773691729,0.07873079842305597,-0.3056725553726184
-0.3049543736352701,0.1359322728516077,0.297160102917568
0.1222428478623262,-0.016898793103416465,-0.48096709860445785
-0.6762258611297706,-0.12563646486511734,-0.18084685659362232
-0.015327378181696594,0.4636695198923457,0.03796246439297701
0.168411087889753,-0.39706885770646516,0.33996228604911605
-0.3079777024327409,0.4980996593091904,-0.2385297837737585
-0.37897945401221395,0.13504527553750922,0.18619231624960886
0.0903368760683203,0.46519355137766816,0.06776404176698048
0.21837060681802076,-0.5001860568006131,0.11645221692339369
0.3832568882776209,0.48025664285573166,0.4402597207307186
-0.3612116157848365,-0.31845913695966976,-0.20727863874342123
-0.4583056178053312,0.05921427706283344,-0.035995320527739905
0.2459687197431339,0.498225027407194,0.29923339447513
0.15170955545189616,-0.5626952328485217,0.3326114872164576
-0.0705724573971461,0.3298367106447372,0.1204021199536236
-0.6252885807278632,-0.11183499602941405,-0.19996438791600946
0.20466562630318305,-0.11007643576269727,0.03309460094352601
0.021796657497273733,-0.25766503118022177,0.31240275581912225
0.13260588729454406,0.10362496850619701,-0.5503392795660957
-0.3887897454878462,0.4145720817371449,-0.14272321462924886
-0.08251801735997641,0.23091845871347705,-0.030901071949270276
0.227138586082561,0.46349052522913714,0.30338826630178595
0.05795758666242368,-0.14791208471602948,0.2879514132390749
-0.08589398508342634,0.5669387399812309,-0.3515967716591028
-0.26231857772005784,-0.4474749023016113,-0.2302313063017406
-0.14454296896211966,-0.10195974948829745,0.27833704440557816
-0.2571367740724334,0.3515470669808799,-0.17014946335513892
-0.054880110591225745,0.45052506789862456,-0.086241852972185
-0.0171917749350517,-0.30080721700187407,0.01227470257047436
-0.2618786913016153,0.13166140149473704,0.22254707819730668
-0.06374057048212974,-0.3500157778585673,-0.20353706510325326
-0.08147354165910758,-0.20493781921466012,0.19541514434949325
-0.05897163332749916,0.45403820105157566,-0.14865286522250887
-0.04170919503294089,-0.5089170072592399,0.21961012651130818
-0.3663790129614704,0.09945035595670348,0.7336077499948694
-0.2341659584094055,0.2888550052784795,-0.17181727666869218
0.08334729051626416,0.4221665735612946,-0.45875605079652987
0.6141105916860368,-0.07067025008147321,0.08591428577152838
0.3409637799115018,-0.21940284927327933,-0.41874381302972324
-0.11375504335158759,0.40186219190018335,-0.279427568615726
-0.1102537407320967,0.40289716126442954,0.13069134683629247
0.4366774954267936,0.3552610368931898,-0.017687867107539335
-0.02679188678964388,-0.24423997229657596,0.1999858139158277
